Time (s),Potential (V),Current (μA),C_O at electrode (mM),C_R at electrode (mM)
10.15999999999996,0.007999999999998009,-349.2900847157792,1.204035488647214,0.8821791478595383
10.199999999999958,0.0099999999999979,-361.64572288181625,1.2566668301253352,0.8517922348486974
10.239999999999958,0.011999999999997901,-373.5178154777674,1.3096269874980786,0.8212155418340124
10.279999999999957,0.013999999999997903,-384.84469287461684,1.3627575300004928,0.7905405404380667
10.319999999999956,0.015999999999997794,-395.56936529745076,1.4158979738503985,0.7598598868396196
10.359999999999955,0.017999999999997796,-405.64040625886656,1.4688877149661246,0.7292663058974962
10.399999999999954,0.019999999999997686,-415.01271704326683,1.521567964782274,0.6988514735055729
10.439999999999953,0.021999999999997688,-423.64814980963746,1.573783639787717,0.6687049256860401
10.479999999999952,0.02399999999999769,-431.51597247463826,1.6253851574234923,0.6389130217647915
10.519999999999952,0.02599999999999758,-438.5931648988248,1.6762300950089415,0.6095579866448717
10.55999999999995,0.027999999999997582,-444.86454258717265,1.7261846741489533,0.5807170538535101
10.59999999999995,0.029999999999997473,-450.32271075029433,1.7751250402455572,0.5524617268978956
10.639999999999949,0.031999999999997475,-454.9678577679051,1.822938314851996,0.5248571717793361
10.679999999999948,0.03399999999999748,-458.8074025112246,1.8695234071899591,0.4979617485601204
10.719999999999947,0.03599999999999737,-461.8555143714105,1.914791579728069,0.47182668492523056
10.759999999999946,0.03799999999999737,-464.13252802161844,1.9586667708562184,0.4464958899836171
10.799999999999946,0.03999999999999726,-465.6642768725112,2.001085685017671,0.4220059023236465
10.839999999999945,0.04199999999999726,-466.481369852466,2.0419976668966275,0.39838596273752946
10.879999999999944,0.043999999999997264,-466.6184356802232,2.0813643812170737,0.37565819916749055
10.919999999999943,0.045999999999997154,-466.1133573477421,2.119159323301002,0.3538379093529751
10.959999999999942,0.047999999999997156,-465.00651729683426,2.155367187761558,0.33293392537272276
10.999999999999941,0.04999999999999705,-463.34007098256103,2.189983123647708,0.31294904373272936
11.03999999999994,0.05199999999999705,-461.15726337991583,2.2230119041494714,0.29388050477142524
11.07999999999994,0.05399999999999705,-458.50179972808075,2.2544670377947544,0.27572050583388996
11.119999999999939,0.05599999999999694,-455.4172785764555,2.284369846121702,0.2584567337914205
11.159999999999938,0.05799999999999694,-451.9466921715922,2.3127485303002646,0.24207290393226072
11.199999999999937,0.059999999999996834,-448.13199648704074,2.339637246302179,0.22654929390904396
11.239999999999936,0.061999999999996835,-444.013750827871,2.3650752051598722,0.21186326319450216
11.279999999999935,0.06399999999999684,-439.6308249858401,2.3891058117667057,0.19798975027993296
11.319999999999935,0.06599999999999673,-435.0201703704026,2.4117758526798,0.18490174157781228
11.359999999999934,0.06799999999999673,-430.2166503959672,2.433134740588542,0.1725707076053909
11.399999999999933,0.06999999999999662,-425.25292462426074,2.453233820574607,0.16096700349088233
11.439999999999932,0.07199999999999662,-420.15938070636236,2.4721257410550175,0.15006023213372782
11.479999999999931,0.07399999999999662,-414.9641079959734,2.4898638903879604,0.1398195694540504
